X,Y,Z,IDOBJ,IDBURO,NUMERO,LIEU_VOT,LIEU_NOM,LIEU_SITE,LIEU_ADRES,CODCOM,COMMUNE,inscrits,2444004040,24440040_1,24440040_2,24440040_3,24440040_4,24440040_5,24440040_6,24440040_7,24440040_8,24440040_9,2444004010,2444004011,2444004012,2444004013,2444004014,2444004015,2444004016,2444004017,2444004018,2444004019
-1.567081788146195,47.220510405353387,0, 1090404,0404, 4,19,Harouys,Ecole Maternelle,24 Rue Deshoulires,  440109,Nantes,531,0404 - Bureau de vote 0404,903,28,531,15,516,17,6,162,3,33,290,5,3.2945736434,1.1627906977,31.3953488372,0.5813953488,6.3953488372,56.2015503876,0.9689922481
-1.573032295251624,47.221616038332719,0, 1090405,0405, 5,19,Harouys,Ecole Maternelle,24 Rue Deshoulires,  440109,Nantes,655,0405 - Bureau de vote 0405,1153,40,655,16,639,4,9,179,4,45,395,3,0.6259780908,1.4084507042,28.0125195618,0.6259780908,7.0422535211,61.8153364632,0.4694835681
-1.580271226689569,47.223557592299102,0, 1090406,0406, 6,19,Harouys,Ecole Maternelle,24 Rue Deshoulires,  440109,Nantes,439,0406 - Bureau de vote 0406,812,7,439,11,428,8,8,115,3,35,254,5,1.8691588785,1.8691588785,26.8691588785,0.7009345794,8.1775700935,59.3457943925,1.1682242991
-1.583250192847429,47.212391500298438,0, 1090407,0407, 7,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,608,0407 - Bureau de vote 0407,1076,5,608,9,599,25,13,338,6,37,176,4,4.1736227045,2.1702838063,56.4273789649,1.0016694491,6.1769616027,29.3823038397,0.6677796327
-1.580948893469295,47.214518401030368,0, 1090408,0408, 8,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,640,0408 - Bureau de vote 0408,1142,26,640,15,625,22,9,348,4,28,203,11,3.52,1.44,55.68,0.64,4.48,32.48,1.76
-1.578397439593335,47.217614861089821,0, 1090409,0409, 9,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,556,0409 - Bureau de vote 0409,954,17,556,4,552,12,8,232,5,48,244,3,2.1739130435,1.4492753623,42.0289855072,0.9057971014,8.6956521739,44.2028985507,0.5434782609
-1.585008843546879,47.216624045193541,0, 1090410,0410,10,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,500,0410 - Bureau de vote 0410,883,15,500,8,492,24,3,280,2,36,143,4,4.8780487805,0.6097560976,56.9105691057,0.406504065,7.3170731707,29.0650406504,0.8130081301
-1.576026723249392,47.217431566842912,0, 1090411,0411,11,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,570,0411 - Bureau de vote 0411,938,23,570,8,562,16,7,218,2,34,285,0,2.846975089,1.2455516014,38.7900355872,0.3558718861,6.0498220641,50.7117437722,0
-1.580813827676882,47.219732005508696,0, 1090412,0412,12,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,537,0412 - Bureau de vote 0412,905,8,537,11,526,10,4,241,7,40,219,5,1.9011406844,0.7604562738,45.8174904943,1.3307984791,7.6045627376,41.6349809886,0.9505703422
-1.584207994791415,47.2199941648188,0, 1090413,0413,13,20,Fraternit,Ecole Primaire,24 Boulevard de la Fraternit,  440109,Nantes,611,0413 - Bureau de vote 0413,1037,39,611,13,598,13,9,280,2,41,251,2,2.1739130435,1.5050167224,46.8227424749,0.3344481605,6.856187291,41.9732441472,0.3344481605
-1.571413478133666,47.215449091020808,0, 1090414,0414,14,21,Boccage,Ecole Primaire,22B Rue Marie-Anne du Boccage,  440109,Nantes,562,0414 - Bureau de vote 0414,955,17,562,5,557,9,5,183,5,57,290,8,1.6157989228,0.8976660682,32.8545780969,0.8976660682,10.2333931777,52.0646319569,1.4362657092
-1.572472801735695,47.218514395451827,0, 1090415,0415,15,21,Boccage,Ecole Primaire,22B Rue Marie-Anne du Boccage,  440109,Nantes,599,0415 - Bureau de vote 0415,1031,29,599,12,587,6,7,139,1,38,396,0,1.0221465077,1.1925042589,23.6797274276,0.1703577513,6.4735945486,67.461669506,0
-1.566125813288344,47.214857908165463,0, 1090416,0416,16,21,Boccage,Ecole Primaire,22B Rue Marie-Anne du Boccage,  440109,Nantes,473,0416 - Bureau de vote 0416,961,14,473,5,468,9,14,139,1,44,258,3,1.9230769231,2.9914529915,29.7008547009,0.2136752137,9.4017094017,55.1282051282,0.641025641
-1.574952074392747,47.213060885626767,0, 1090417,0417,17,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,567,0417 - Bureau de vote 0417,1004,19,567,6,561,8,9,271,4,32,233,4,1.4260249554,1.6042780749,48.3065953654,0.7130124777,5.7040998217,41.5329768271,0.7130124777
-1.578609034344761,47.210207155684046,0, 1090418,0418,18,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,460,0418 - Bureau de vote 0418,792,14,460,6,454,13,13,170,6,37,209,6,2.8634361233,2.8634361233,37.4449339207,1.3215859031,8.1497797357,46.0352422907,1.3215859031
-1.572034627780987,47.211690513058251,0, 1090419,0419,19,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,713,0419 - Bureau de vote 0419,1396,20,713,21,692,37,11,344,4,55,232,9,5.3468208092,1.5895953757,49.710982659,0.5780346821,7.9479768786,33.5260115607,1.3005780347
-1.567568973689514,47.213070446366494,0, 1090420,0420,20,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,515,0420 - Bureau de vote 0420,914,17,515,11,504,11,11,165,5,36,275,1,2.1825396825,2.1825396825,32.7380952381,0.9920634921,7.1428571429,54.5634920635,0.1984126984
-1.568801957223317,47.20909970874628,0, 1090421,0421,21,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,574,0421 - Bureau de vote 0421,1012,36,574,13,561,11,19,243,1,29,253,5,1.9607843137,3.3868092692,43.3155080214,0.1782531194,5.1693404635,45.0980392157,0.8912655971
-1.573027706877523,47.209306405435527,0, 1090422,0422,22,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,456,0422 - Bureau de vote 0422,910,12,456,8,448,16,13,231,3,30,149,6,3.5714285714,2.9017857143,51.5625,0.6696428571,6.6964285714,33.2589285714,1.3392857143
-1.57495879595893,47.206986413794908,0, 1090423,0423,23,22,Andr Lermite,Ecole Elementaire,5 Rue Evariste Luminais,  440109,Nantes,440,0423 - Bureau de vote 0423,909,7,440,11,429,21,9,277,4,40,73,5,4.8951048951,2.0979020979,64.5687645688,0.9324009324,9.324009324,17.0163170163,1.1655011655
-1.58114132207975,47.20601419866329,0, 1090501,0501, 1,23,Garennes,Ecole Elementaire,7 Place des Garennes,  440109,Nantes,620,0501 - Bureau de vote 0501,1040,11,620,11,609,30,12,339,5,58,160,5,4.9261083744,1.9704433498,55.6650246305,0.8210180624,9.5238095238,26.2725779967,0.8210180624
-1.576714796676296,47.203877490127724,0, 1090502,0502, 2,23,Garennes,Ecole Elementaire,7 Place des Garennes,  440109,Nantes,496,0502 - Bureau de vote 0502,816,14,496,4,492,31,5,311,5,26,104,10,6.3008130081,1.0162601626,63.2113821138,1.0162601626,5.2845528455,21.1382113821,2.0325203252
-1.580132151228061,47.200663731403772,0, 1090503,0503, 3,23,Garennes,Ecole Elementaire,7 Place des Garennes,  440109,Nantes,578,0503 - Bureau de vote 0503,949,11,578,6,572,22,23,340,2,43,126,16,3.8461538462,4.020979021,59.4405594406,0.3496503497,7.5174825175,22.027972028,2.7972027972
-1.59219768918921,47.202302612448392,0, 1090504,0504, 4,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,610,0504 - Bureau de vote 0504,1008,6,610,10,600,20,15,389,3,35,121,17,3.3333333333,2.5,64.8333333333,0.5,5.8333333333,20.1666666667,2.8333333333
-1.591257518337374,47.205751180920174,0, 1090505,0505, 5,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,609,0505 - Bureau de vote 0505,963,4,609,8,601,21,15,366,6,39,144,10,3.4941763727,2.4958402662,60.8985024958,0.9983361065,6.4891846922,23.9600665557,1.6638935108
-1.591758718902782,47.209346689539665,0, 1090506,0506, 6,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,501,0506 - Bureau de vote 0506,975,12,501,10,491,19,5,346,7,20,83,11,3.8696537678,1.0183299389,70.4684317719,1.4256619145,4.0733197556,16.9042769857,2.2403258656
-1.586261797186765,47.203954917840804,0, 1090507,0507, 7,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,607,0507 - Bureau de vote 0507,936,13,607,6,601,34,18,361,2,21,158,7,5.6572379368,2.9950083195,60.0665557404,0.3327787022,3.4941763727,26.2895174709,1.1647254576
-1.587053777104207,47.207645332458718,0, 1090508,0508, 8,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,423,0508 - Bureau de vote 0508,818,10,423,13,410,14,8,283,3,15,81,6,3.4146341463,1.9512195122,69.0243902439,0.7317073171,3.6585365854,19.756097561,1.4634146341
-1.583702813716731,47.209783195077669,0, 1090509,0509, 9,24,Mutualit,Ecole Elementaire,2 Rue de la Mutualit,  440109,Nantes,544,0509 - Bureau de vote 0509,967,11,544,5,539,21,20,267,3,40,181,7,3.8961038961,3.7105751391,49.5361781076,0.5565862709,7.4211502783,33.5807050093,1.2987012987
-1.607520872561943,47.192450405718191,0, 1090510,0510,10,25,Rformes,Ecole Primaire,12 Rue des Rformes,  440109,Nantes,659,0510 - Bureau de vote 0510,1200,19,659,8,651,39,12,400,5,44,141,10,5.9907834101,1.8433179724,61.4439324117,0.7680491551,6.7588325653,21.6589861751,1.5360983103
-1.597099403334829,47.202992508458436,0, 1090511,0511,11,25,Rformes,Ecole Primaire,12 Rue des Rformes,  440109,Nantes,597,0511 - Bureau de vote 0511,1177,8,597,12,585,45,9,381,13,12,120,5,7.6923076923,1.5384615385,65.1282051282,2.2222222222,2.0512820513,20.5128205128,0.8547008547
-1.612765144012896,47.19852177055521,0, 1090512,0512,12,26,Plessis-Cellier,Ecole Maternelle,59 Rue des Alouettes,  440109,Nantes,455,0512 - Bureau de vote 0512,766,5,455,6,449,25,10,306,5,18,81,4,5.5679287305,2.2271714922,68.1514476615,1.1135857461,4.008908686,18.0400890869,0.8908685969
-1.603554786726294,47.200235201270317,0, 1090513,0513,13,26,Plessis-Cellier,Ecole Maternelle,59 Rue des Alouettes,  440109,Nantes,478,0513 - Bureau de vote 0513,902,4,478,4,474,21,11,343,4,14,71,10,4.4303797468,2.3206751055,72.3628691983,0.8438818565,2.9535864979,14.9789029536,2.1097046414
-1.601541427138216,47.203834765100247,0, 1090514,0514,14,26,Plessis-Cellier,Ecole Maternelle,59 Rue des Alouettes,  440109,Nantes,339,0514 - Bureau de vote 0514,807,4,339,7,332,21,1,221,7,13,61,8,6.3253012048,0.3012048193,66.5662650602,2.1084337349,3.9156626506,18.3734939759,2.4096385542
-1.609810814073302,47.20458363793967,0, 1090515,0515,15,26,Plessis-Cellier,Ecole Maternelle,59 Rue des Alouettes,  440109,Nantes,364,0515 - Bureau de vote 0515,671,6,364,6,358,15,10,258,4,8,54,9,4.1899441341,2.7932960894,72.0670391061,1.1173184358,2.2346368715,15.0837988827,2.5139664804
-1.607945311565091,47.206588988810537,0, 1090516,0516,16,48,Jean Zay,Groupe Scolaire,19 Rue Yves Kartel,  440109,Nantes,342,0516 - Bureau de vote 0516,871,2,342,4,338,13,1,267,1,9,38,9,3.8461538462,0.2958579882,78.9940828402,0.2958579882,2.6627218935,11.2426035503,2.6627218935
-1.608608700217459,47.208286488543855,0, 1090517,0517,17,48,Jean Zay,Groupe Scolaire,19 Rue Yves Kartel,  440109,Nantes,293,0517 - Bureau de vote 0517,600,4,293,10,283,6,3,211,4,9,46,4,2.1201413428,1.0600706714,74.5583038869,1.4134275618,3.1802120141,16.2544169611,1.4134275618
-1.6068591313827,47.209248174636031,0, 1090518,0518,18,48,Jean Zay,Groupe Scolaire,19 Rue Yves Kartel,  440109,Nantes,355,0518 - Bureau de vote 0518,749,1,355,6,349,6,1,264,3,9,60,6,1.7191977077,0.2865329513,75.6446991404,0.8595988539,2.5787965616,17.1919770774,1.7191977077
-1.587716669740507,47.231391109096293,0, 1090601,0601, 1,27,Jacques Prvert,Ecole Elementaire,34 Rue du Breil,  440109,Nantes,287,0601 - Bureau de vote 0601,699,1,287,8,279,16,1,201,2,10,38,11,5.7347670251,0.3584229391,72.0430107527,0.7168458781,3.5842293907,13.6200716846,3.9426523297
-1.586551727192842,47.228882731889115,0, 1090602,0602, 2,27,Jacques Prvert,Ecole Elementaire,34 Rue du Breil,  440109,Nantes,377,0602 - Bureau de vote 0602,815,4,377,8,369,12,6,241,3,19,84,4,3.2520325203,1.6260162602,65.3116531165,0.8130081301,5.1490514905,22.7642276423,1.0840108401
-1.582895896694989,47.229856973971359,0, 1090603,0603, 3,27,Jacques Prvert,Ecole Elementaire,34 Rue du Breil,  440109,Nantes,357,0603 - Bureau de vote 0603,749,0,357,7,350,9,3,241,6,13,71,7,2.5714285714,0.8571428571,68.8571428571,1.7142857143,3.7142857143,20.2857142857,2
-1.581739530316699,47.232709335609592,0, 1090604,0604, 4,27,Jacques Prvert,Ecole Elementaire,34 Rue du Breil,  440109,Nantes,476,0604 - Bureau de vote 0604,831,12,476,14,462,23,0,227,3,42,160,7,4.9783549784,0,49.1341991342,0.6493506494,9.0909090909,34.632034632,1.5151515152
-1.576177884043104,47.230182510236972,0, 1090605,0605, 5,27,Jacques Prvert,Ecole Elementaire,34 Rue du Breil,  440109,Nantes,624,0605 - Bureau de vote 0605,1086,7,624,10,614,9,3,280,3,56,257,6,1.4657980456,0.4885993485,45.6026058632,0.4885993485,9.1205211726,41.8566775244,0.9771986971
-1.575912518429854,47.242276985862652,0, 1090606,0606, 6,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,506,0606 - Bureau de vote 0606,925,12,506,9,497,17,6,232,10,41,188,3,3.4205231388,1.2072434608,46.6800804829,2.0120724346,8.2494969819,37.8269617706,0.6036217304
-1.580645541892953,47.241933702151904,0, 1090607,0607, 7,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,510,0607 - Bureau de vote 0607,929,6,510,12,498,12,2,320,4,26,129,5,2.4096385542,0.4016064257,64.2570281124,0.8032128514,5.2208835341,25.9036144578,1.0040160643
-1.576595961611176,47.23841051729422,0, 1090608,0608, 8,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,555,0608 - Bureau de vote 0608,980,10,555,12,543,13,7,278,3,47,187,8,2.394106814,1.2891344383,51.197053407,0.5524861878,8.6556169429,34.438305709,1.4732965009
-1.586145140124002,47.240387436940921,0, 1090609,0609, 9,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,432,0609 - Bureau de vote 0609,738,6,432,13,419,13,1,264,2,25,113,1,3.1026252983,0.2386634845,63.0071599045,0.477326969,5.9665871122,26.968973747,0.2386634845
-1.58278332335568,47.237250900635807,0, 1090610,0610,10,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,651,0610 - Bureau de vote 0610,1095,14,651,16,635,14,7,342,6,45,214,7,2.2047244094,1.1023622047,53.8582677165,0.9448818898,7.0866141732,33.7007874016,1.1023622047
-1.572648581175893,47.236085177005336,0, 1090611,0611,11,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,600,0611 - Bureau de vote 0611,1023,26,600,8,592,10,12,193,5,55,316,1,1.6891891892,2.027027027,32.6013513514,0.8445945946,9.2905405405,53.3783783784,0.1689189189
-1.569749526399743,47.23340172137118,0, 1090612,0612,12,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,577,0612 - Bureau de vote 0612,935,22,577,9,568,19,7,202,5,69,261,5,3.3450704225,1.2323943662,35.5633802817,0.8802816901,12.1478873239,45.9507042254,0.8802816901
-1.576537597125017,47.23359624362346,0, 1090613,0613,13,28,Longchamp,Ecole Primaire,6 Rue du Vlodrome de Longchamp,  440109,Nantes,566,0613 - Bureau de vote 0613,984,12,566,12,554,13,4,227,4,42,259,5,2.3465703971,0.7220216606,40.9747292419,0.7220216606,7.5812274368,46.7509025271,0.9025270758
-1.565729046271656,47.236320106846406,0, 1090614,0614,14,29,Charles Lebourg,Ecole Primaire,46 Boulevard Henry Orrion,  440109,Nantes,559,0614 - Bureau de vote 0614,933,13,559,16,543,10,9,188,5,47,279,5,1.8416206262,1.6574585635,34.6224677716,0.9208103131,8.6556169429,51.3812154696,0.9208103131
-1.560553984128552,47.238404507049182,0, 1090615,0615,15,29,Charles Lebourg,Ecole Primaire,46 Boulevard Henry Orrion,  440109,Nantes,531,0615 - Bureau de vote 0615,863,21,531,14,517,21,6,280,2,35,170,3,4.0618955513,1.1605415861,54.1586073501,0.3868471954,6.7698259188,32.8820116054,0.580270793
-1.554183838554287,47.237928616903204,0, 1090616,0616,16,29,Charles Lebourg,Ecole Primaire,46 Boulevard Henry Orrion,  440109,Nantes,587,0616 - Bureau de vote 0616,1080,3,587,14,573,17,10,333,8,46,154,5,2.9668411867,1.7452006981,58.1151832461,1.3961605585,8.0279232112,26.8760907504,0.872600349
-1.564640016129315,47.241021668371687,0, 1090617,0617,17,30,Barberie Mulotire,Ecole Elementaire,Rue Pierre Yvernogeau,  440109,Nantes,587,0617 - Bureau de vote 0617,977,18,587,11,576,15,11,266,2,53,225,4,2.6041666667,1.9097222222,46.1805555556,0.3472222222,9.2013888889,39.0625,0.6944444444
-1.570131229733241,47.242198742207506,0, 1090618,0618,18,30,Barberie Mulotire,Ecole Elementaire,Rue Pierre Yvernogeau,  440109,Nantes,535,0618 - Bureau de vote 0618,930,13,535,5,530,10,10,303,3,28,168,8,1.8867924528,1.8867924528,57.1698113208,0.5660377358,5.2830188679,31.6981132075,1.5094339623
-1.573525187656065,47.244331669150959,0, 1090619,0619,19,30,Barberie Mulotire,Ecole Elementaire,Rue Pierre Yvernogeau,  440109,Nantes,563,0619 - Bureau de vote 0619,871,10,563,17,546,23,11,317,12,44,138,1,4.2124542125,2.0146520147,58.0586080586,2.1978021978,8.0586080586,25.2747252747,0.1831501832
-1.563906712325385,47.246107053591032,0, 1090701,0701, 1,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,405,0701 - Bureau de vote 0701,801,12,405,4,401,14,3,224,2,39,113,6,3.4912718204,0.7481296758,55.8603491272,0.4987531172,9.7256857855,28.1795511222,1.4962593516
-1.573553987871681,47.247391709807694,0, 1090702,0702, 2,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,567,0702 - Bureau de vote 0702,1090,8,567,7,560,22,6,389,10,26,87,20,3.9285714286,1.0714285714,69.4642857143,1.7857142857,4.6428571429,15.5357142857,3.5714285714
-1.572425197109375,47.251329492863171,0, 1090703,0703, 3,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,603,0703 - Bureau de vote 0703,1013,10,603,11,592,21,2,345,7,55,151,11,3.5472972973,0.3378378378,58.277027027,1.1824324324,9.2905405405,25.5067567568,1.8581081081
-1.569522546166242,47.25438005495355,0, 1090704,0704, 4,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,338,0704 - Bureau de vote 0704,741,5,338,2,336,14,4,245,4,12,45,12,4.1666666667,1.1904761905,72.9166666667,1.1904761905,3.5714285714,13.3928571429,3.5714285714
-1.573135998738993,47.256752573340805,0, 1090705,0705, 5,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,453,0705 - Bureau de vote 0705,745,8,453,7,446,18,3,303,2,19,92,9,4.0358744395,0.6726457399,67.9372197309,0.4484304933,4.2600896861,20.6278026906,2.0179372197
-1.574452790247436,47.258829104045397,0, 1090706,0706, 6,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,422,0706 - Bureau de vote 0706,1084,3,422,5,417,22,2,318,7,13,48,7,5.2757793765,0.479616307,76.2589928058,1.6786570743,3.1175059952,11.5107913669,1.6786570743
-1.578373796094246,47.259400419920112,0, 1090707,0707, 7,31,Chauvinire,Ecole Maternelle,32 Boulevard de la Chauvinire,  440109,Nantes,559,0707 - Bureau de vote 0707,1311,12,559,7,552,28,3,360,8,33,100,20,5.0724637681,0.5434782609,65.2173913043,1.4492753623,5.9782608696,18.115942029,3.6231884058
-1.583213774532795,47.268952897504136,0, 1090708,0708, 8,32,Franoise Dolto,Ecole Primaire,3B Rue de Concarneau,  440109,Nantes,385,0708 - Bureau de vote 0708,833,2,385,3,382,15,1,243,7,17,89,10,3.9267015707,0.2617801047,63.612565445,1.832460733,4.4502617801,23.2984293194,2.6178010471
-1.567020662014127,47.265470994645618,0, 1090709,0709, 9,32,Franoise Dolto,Ecole Primaire,3B Rue de Concarneau,  440109,Nantes,465,0709 - Bureau de vote 0709,923,1,465,10,455,23,5,308,3,15,93,8,5.0549450549,1.0989010989,67.6923076923,0.6593406593,3.2967032967,20.4395604396,1.7582417582
-1.567716809998836,47.259203395185907,0, 1090710,0710,10,33,Baut,Ecole Maternelle,4 Rue des Renards,  440109,Nantes,415,0710 - Bureau de vote 0710,827,6,415,8,407,27,4,290,11,18,52,5,6.6339066339,0.9828009828,71.2530712531,2.7027027027,4.4226044226,12.7764127764,1.2285012285
-1.559951113919143,47.257697442090006,0, 1090711,0711,11,33,Baut,Ecole Maternelle,4 Rue des Renards,  440109,Nantes,522,0711 - Bureau de vote 0711,763,15,522,10,512,14,5,274,6,34,175,4,2.734375,0.9765625,53.515625,1.171875,6.640625,34.1796875,0.78125
-1.563868756051166,47.252860199954242,0, 1090712,0712,12,33,Baut,Ecole Maternelle,4 Rue des Renards,  440109,Nantes,463,0712 - Bureau de vote 0712,841,2,463,8,455,21,6,276,6,34,108,4,4.6153846154,1.3186813187,60.6593406593,1.3186813187,7.4725274725,23.7362637363,0.8791208791
-1.556431758930334,47.251517135594504,0, 1090713,0713,13,33,Baut,Ecole Maternelle,4 Rue des Renards,  440109,Nantes,652,0713 - Bureau de vote 0713,1064,19,652,14,638,20,14,310,9,61,218,6,3.1347962382,2.1943573668,48.5893416928,1.4106583072,9.5611285266,34.1692789969,0.9404388715
